Date,Connections,Search Appearance,Views,Invitations,SSI Industry,SSI Network,SSI,Company Followers,Company Search Appearances,Company Unique Visitors,Company New Followers,Company Post Impressions,Company Custom Clicks,Company Credits Available,Company Credits Total
2023-07-16,23612,579,1146,1264,1,3,73,416,724,62,10,582,4,0,0
2023-07-15,23606,579,1151,1262,1,3,73,416,721,62,10,573,4,0,0
2023-07-14,23600,579,1156,1260,1,3,73,416,718,62,10,564,4,0,0
2023-07-13,23594,579,1161,1258,1,3,73,416,715,62,10,555,4,181,250
2023-07-12,23586,532,1164,1252,1,3,73,416,657,59,9,556,4,0,0
2023-07-11,23581,532,1165,1226,1,3,73,415,642,57,7,546,3,0,0
2023-07-10,23577,532,1174,1202,1,3,73,414,632,58,5,540,3,0,0
2023-07-09,23573,532,1193,1196,1,3,73,411,611,58,4,523,3,0,0
2023-07-08,23571,532,1197,1181,1,3,73,410,609,54,1,515,3,0,0
2023-07-07,23568,532,1194,1181,1,3,73,407,621,56,0,508,3,0,0
2023-07-06,23562,532,1203,1156,1,3,73,406,633,53,0,462,3,0,0
2023-07-05,23552,639,1218,1141,1,3,73,406,678,53,0,464,3,0,0
2023-07-04,23544,639,1217,1153,1,3,73,406,673,53,0,459,3,0,0
2023-07-03,23537,639,1210,1137,1,3,73,406,697,55,0,463,4,0,0
2023-07-02,23533,639,1224,1156,1,3,73,406,706,55,0,462,3,0,0
2023-07-01,23530,639,1221,1145,1,3,74,406,694,53,0,465,3,0,0
2023-06-30,23523,639,1218,1146,1,3,74,406,665,52,0,462,3,0,0
2023-06-29,23519,639,1217,1160,1,3,74,406,672,51,0,412,3,0,0
2023-06-28,23514,639,1221,1163,1,3,74,406,672,52,1,431,3,0,0
2023-06-27,23506,694,1247,1137,1,3,73,406,654,53,1,436,3,0,0
2023-06-26,23493,694,1243,1125,1,3,73,407,635,55,1,202,3,0,0
2023-06-25,23491,694,1254,1122,1,3,74,407,616,54,1,189,3,0,0
2023-06-24,23489,694,1255,1149,1,3,73,407,637,53,1,184,3,0,0
2023-06-23,23486,694,1258,1169,1,3,74,407,648,52,1,172,3,0,0
2023-06-22,23483,694,1262,1176,1,3,74,407,647,55,1,178,3,0,0
2023-06-21,23470,660,1261,1158,1,2,74,407,686,56,1,176,3,0,0
2023-06-20,23462,660,1263,1162,1,2,74,407,706,55,1,175,3,0,0
2023-06-19,23444,660,1250,1140,1,2,74,407,716,54,1,162,3,0,0
2023-06-18,23435,660,1256,1158,1,3,73,407,713,57,0,158,3,0,0
2023-06-17,23428,660,1260,1174,1,3,73,407,713,58,0,154,3,0,0
2023-06-16,23421,660,1264,1190,1,3,73,407,713,59,0,150,3,0,0
2023-06-15,23414,660,1268,1206,1,3,73,407,713,60,0,146,3,0,0
2023-06-14,23371,576,1232,1204,1,3,73,407,707,57,0,136,2,0,0
2023-06-13,23353,576,1227,1193,1,3,73,406,675,56,0,142,3,0,0
2023-06-12,23331,576,1235,1139,1,3,73,406,701,57,0,140,3,0,0
2023-06-11,23330,576,1250,1160,1,3,74,406,748,60,0,136,4,0,0
2023-06-10,23329,576,1255,1181,1,3,74,406,759,64,0,136,6,0,0
2023-06-09,23324,576,1261,1206,1,2,74,406,738,64,1,134,7,0,0
2023-06-08,23311,576,1259,1223,2,3,73,406,742,62,1,128,7,0,0
2023-06-07,23299,597,1260,1198,2,4,71,406,667,60,1,126,7,0,0
2023-06-06,23290,597,1256,1196,2,4,70,406,657,61,1,124,7,0,0
2023-06-05,23280,597,1260,1189,3,8,68,406,650,62,1,130,9,0,0
2023-06-04,23270,597,1260,1186,4,9,67,406,644,62,1,135,9,0,0
2023-06-03,23260,597,1260,1183,5,10,66,406,635,64,1,139,9,0,0
2023-06-02,23250,597,1260,1180,6,11,65,406,624,64,1,146,9,0,0
2023-06-01,23240,597,1260,1177,7,12,64,406,615,66,1,148,13,0,0
2023-05-31,23231,608,1263,1163,7,12,64,406,637,65,2,141,15,0,0
2023-05-30,23222,618,1266,1152,7,12,64,406,659,65,2,134,15,0,0
2023-05-29,23213,628,1269,1141,7,12,64,406,681,64,2,127,15,0,0
2023-05-28,23204,638,1272,1130,7,12,64,406,703,63,2,120,15,0,0
2023-05-27,23195,648,1275,1119,7,12,64,406,725,63,2,113,15,0,0
2023-05-26,23186,658,1278,1108,7,12,64,406,748,62,2,103,16,0,0
2023-05-25,23186,658,1276,1106,7,13,64,406,748,62,2,103,16,0,0
2023-05-24,23178,658,1276,1112,7,13,63,406,760,64,2,103,16,0,0
2023-05-23,23167,682,1283,1110,7,13,63,406,696,64,2,101,16,0,0
2023-05-22,23157,317,586,1106,7,13,63,406,684,61,2,92,16,0,0
2023-05-21,23147,317,586,1115,7,13,63,406,687,59,2,91,15,0,0
2023-05-20,23140,317,586,1110,7,14,63,406,668,63,2,94,17,0,0
2023-05-19,23138,317,586,1107,5,10,65,406,735,64,2,94,17,0,0
2023-05-18,23133,317,586,1107,5,10,66,406,745,65,2,103,17,0,0
2023-05-17,23129,317,586,1114,5,10,65,406,699,65,2,103,17,0,0
2023-05-16,23123,317,586,1116,5,10,65,406,688,64,2,111,18,0,0
2023-05-15,23116,317,586,1115,3,6,69,406,729,61,2,107,17,0,0
2023-05-14,23103,317,586,1079,3,6,69,0,0,0,0,0,0,0,0
2023-05-13,23100,317,586,1080,3,6,69,0,0,0,0,0,0,0,0
2023-05-12,23089,317,586,1070,3,6,69,0,0,0,0,0,0,0,0
2023-05-11,23088,317,586,1095,3,7,68,0,0,0,0,0,0,0,0
2023-05-10,23086,317,586,1105,3,7,68,0,0,0,0,0,0,0,0
2023-05-09,23066,317,586,1103,4,7,68,0,0,0,0,0,0,0,0
2023-05-08,23061,317,586,1103,2,4,71,,,,,,,0,0
2023-05-07,23059,317,586,1103,2,4,71,,,,,,,0,0
2023-05-06,23057,317,586,1103,2,4,71,,,,,,,0,0
2023-05-05,23055,317,586,1103,2,4,71,0,0,0,0,0,0,0,0
2023-05-04,23047,317,586,1104,2,4,72,0,0,0,0,0,0,0,0
2023-05-03,23037,317,586,1105,2,4,71,0,0,0,0,0,0,0,0
2023-05-02,23031,317,586,1105,2,4,71,0,0,0,0,0,0,0,0
2023-05-01,23024,317,586,1104,2,4,72,0,0,0,0,0,0,0,0
2023-04-30,23021,317,586,1106,2,4,72,0,0,0,0,0,0,0,0
2023-04-29,23016,317,586,1106,2,4,72,0,0,0,0,0,0,0,0
2023-04-28,23010,317,586,1105,2,4,72,0,0,0,0,0,0,0,0
2023-04-27,23005,317,586,1105,2,4,72,0,0,0,0,0,0,0,0
2023-04-26,22998,317,586,1103,2,4,72,0,0,0,0,0,0,0,0
2023-04-25,22990,317,586,1105,2,3,72,0,0,0,0,0,0,0,0
2023-04-24,22982,317,586,1106,2,3,72,0,0,0,0,0,0,0,0
2023-04-23,22979,317,586,1110,2,4,72,0,0,0,0,0,0,0,0
2023-04-22,22972,317,586,1106,2,4,72,0,0,0,0,0,0,0,0
2023-04-21,22967,317,586,1105,2,4,72,0,0,0,0,0,0,0,0
2023-04-20,22967,317,586,1105,2,4,72,0,0,0,0,0,0,0,0
2023-04-19,22961,317,586,1121,2,4,72,,,,,,,0,0
2023-04-18,22955,317,586,1136,2,4,72,0,0,0,0,0,0,0,0
2023-04-17,22952,317,586,1151,2,4,72,0,0,0,0,0,0,0,0
2023-04-16,22949,317,586,1148,2,5,71,0,0,0,0,0,0,0,0
2023-04-15,22946,317,586,1144,2,5,71,0,0,0,0,0,0,0,0
2023-04-14,22938,317,586,1140,2,4,72,0,0,0,0,0,0,0,0
2023-04-13,22935,317,586,1142,2,4,72,0,0,0,0,0,0,0,0
2023-04-12,22920,317,586,1141,2,4,72,,,,,,,0,0
2023-04-11,22905,317,586,1140,2,4,72,0,0,0,0,0,0,0,0
2023-04-10,22890,317,586,1137,2,4,72,0,0,0,0,0,0,0,0
2023-04-09,22888,317,586,1131,2,4,72,0,0,0,0,0,0,0,0
2023-04-08,22884,317,586,1125,2,3,73,0,0,0,0,0,0,0,0
2023-04-07,22884,317,586,1118,2,4,73,0,0,0,0,0,0,0,0
2023-04-06,22879,317,586,1114,2,3,73,0,0,0,0,0,0,0,0
2023-04-05,22877,317,586,1114,2,3,73,0,0,0,0,0,0,0,0
2023-04-04,22868,317,586,1105,1,2,75,,,,,,,0,0
2023-04-03,22862,317,586,1100,1,2,75,,,,,,,0,0
2023-04-02,22856,317,586,1095,1,2,75,,,,,,,0,0
2023-04-01,22850,317,586,1090,1,2,75,,,,,,,0,0
2023-03-31,22844,317,586,1085,1,2,75,,,,,,,0,0
2023-03-30,22838,317,586,1080,1,2,75,,,,,,,0,0
2023-03-29,22832,317,586,1075,1,2,75,,,,,,,0,0
2023-03-28,22826,317,586,1070,1,2,75,403,691,34,0,655,8,0,0
2023-03-27,22817,317,586,1060,1,2,75,,,,,,,0,0
2023-03-26,22810,317,586,1052,1,2,75,,,,,,,0,0
2023-03-25,22803,317,586,1044,1,2,75,,,,,,,0,0
2023-03-24,22796,317,586,1036,1,2,75,,,,,,,0,0
2023-03-23,22789,317,586,1028,1,2,75,,,,,,,0,0
2023-03-22,22782,317,586,1020,1,2,75,0,0,0,0,0,0,0,0
2023-03-21,22772,317,586,1011,1,1,77,,,,,,,0,0
2023-03-20,22767,317,586,1002,1,1,77,,,,,,,0,0
2023-03-19,22762,317,586,993,1,1,77,,,,,,,0,0
2023-03-18,22757,317,586,984,1,1,77,,,,,,,0,0
2023-03-17,22752,317,586,975,1,1,77,,,,,,,0,0
2023-03-16,22747,317,586,966,1,1,77,,,,,,,0,0
2023-03-15,22742,317,586,957,1,1,77,,,,,,,0,0
2023-03-14,22737,317,586,948,1,1,77,,,,,,,0,0
2023-03-13,22732,317,586,939,1,1,77,,,,,,,0,0
2023-03-12,22727,317,586,930,1,1,77,,,,,,,0,0
2023-03-11,22722,317,586,921,1,1,77,404,850,42,1,1100,7,0,0
2023-03-10,22719,317,586,915,1,1,78,404,854,41,0,1100,7,0,0
2023-03-09,22708,317,586,903,1,1,77,,,,,,,0,0
2023-03-08,22697,317,586,892,1,1,77,,,,,,,0,0
2023-03-07,22686,317,586,881,1,1,77,404,823,48,3,1200,6,0,0
2023-03-06,22682,317,586,872,1,1,77,,,,,,,0,0
2023-03-05,22678,317,586,863,1,1,77,404,820,50,3,1200,7,0,0
2023-03-04,22671,317,586,848,1,1,79,,,,,,,0,0
2023-03-03,22669,317,586,839,1,1,80,,,,,,,0,0
2023-03-02,22662,317,586,824,1,1,80,,,,,,,0,0
2023-03-01,22655,317,586,811,1,1,80,,,,,,,0,0
2023-02-01,22411,317,586,473,1,1,79,,,,,,,0,0
2023-01-31,22401,633,1171,453,1,1,78,,,,,,,0,0
2023-01-30,22397,633,1157,449,1,2,76,,,,,,,0,0
2023-01-29,22396,633,1159,449,1,2,76,,,,,,,0,0
2023-01-28,22394,633,1158,450,1,2,76,,,,,,,0,0
2023-01-27,22388,633,1146,424,1,2,76,,,,,,,0,0
2023-01-26,22380,633,1140,418,1,2,75,,,,,,,0,0
2023-01-25,22376,775,1132,407,1,2,75,,,,,,,0,0
2023-01-24,22375,775,1121,396,1,2,75,,,,,,,0,0
2023-01-23,22371,775,1119,385,1,2,75,,,,,,,0,0
2023-01-22,22370,775,1121,385,1,2,75,,,,,,,0,0
2023-01-21,22367,775,1122,385,1,2,75,,,,,,,0,0
2023-01-20,22364,775,1107,377,1,2,75,,,,,,,0,0
2023-01-19,22361,775,1096,372,1,2,75,,,,,,,0,0
2023-01-18,22358,695,1092,365,1,2,74,,,,,,,0,0
2023-01-17,22347,695,1085,364,1,2,74,,,,,,,0,0
2023-01-16,22340,695,1089,365,1,2,75,,,,,,,0,0
2023-01-15,22336,695,1093,366,1,2,75,,,,,,,0,0
2023-01-14,22332,695,1097,367,1,2,75,,,,,,,0,0
2023-01-13,22328,695,1101,368,1,2,75,,,,,,,0,0
2023-01-12,22324,695,1099,366,1,2,75,,,,,,,0,0
2023-01-11,22319,354,1097,370,1,2,75,,,,,,,0,0
2023-01-10,22300,354,1098,347,1,2,75,,,,,,,0,0
2023-01-09,22289,354,1103,327,1,2,75,,,,,,,0,0
2023-01-08,22287,354,1111,329,1,2,75,,,,,,,0,0
2023-01-07,22287,354,1104,329,1,2,75,,,,,,,0,0
2023-01-06,22287,354,1097,325,1,2,75,,,,,,,0,0
2023-01-05,22285,354,1097,316,1,2,75,,,,,,,0,0
2023-01-04,22280,380,1100,309,1,1,76,,,,,,,0,0
2023-01-03,22281,380,1097,307,1,1,76,,,,,,,0,0
2023-01-02,22275,406,1106,303,1,1,79,,,,,,,0,0
2023-01-01,22272,424,1111,299,1,1,79,,,,,,,0,0
2022-12-31,22269,442,1116,295,1,1,79,,,,,,,0,0
2022-12-30,22266,460,1121,291,1,1,79,,,,,,,0,0
2022-12-29,22263,478,1126,287,1,1,79,,,,,,,0,0
2022-12-28,22260,496,1131,283,1,1,79,,,,,,,0,0
2022-12-27,22257,514,1136,279,1,1,79,,,,,,,0,0
2022-12-26,22254,532,1141,275,1,1,79,,,,,,,0,0
2022-12-25,22251,550,1146,271,1,1,79,,,,,,,0,0
2022-12-24,22250,550,1153,271,1,1,79,,,,,,,0,0
2022-12-23,22248,550,1161,264,1,1,79,,,,,,,0,0
2022-12-22,22249,550,1163,259,1,1,79,,,,,,,0,0
2022-12-21,22242,569,1147,250,1,1,78,,,,,,,0,0
2022-12-20,22239,583,1137,246,1,1,78,,,,,,,0,0
2022-12-19,22236,597,1127,242,1,1,78,,,,,,,0,0
2022-12-18,22233,611,1117,238,1,1,78,,,,,,,0,0
2022-12-17,22230,625,1107,234,1,1,78,,,,,,,0,0
2022-12-16,22227,639,1097,230,1,1,78,,,,,,,0,0
2022-12-15,22224,653,1087,226,1,1,78,,,,,,,0,0
2022-12-14,22221,667,1077,222,1,1,78,,,,,,,0,0
2022-12-13,22218,681,1067,218,1,1,78,,,,,,,0,0
2022-12-12,22215,681,1057,214,1,1,77,,,,,,,0,0
2022-12-11,22212,681,1047,212,1,1,77,,,,,,,0,0
2022-12-10,22209,681,1037,210,1,1,77,,,,,,,0,0
2022-12-09,22206,681,1027,208,1,1,77,,,,,,,0,0
2022-12-08,22204,681,1013,202,1,1,76,,,,,,,0,0
2022-12-07,22203,628,1013,203,1,2,75,,,,,,,0,0
2022-12-06,22199,646,1011,200,1,3,73,,,,,,,0,0
2022-12-05,22196,660,1009,197,1,3,73,,,,,,,0,0
2022-12-04,22193,674,1007,194,1,3,73,,,,,,,0,0
2022-12-03,22190,688,1005,191,1,3,73,,,,,,,0,0
2022-12-02,22187,702,1003,188,1,3,73,,,,,,,0,0
2022-12-01,22184,716,1001,185,1,3,73,,,,,,,0,0
2022-11-30,22181,730,999,182,1,3,73,,,,,,,0,0
2022-11-29,22178,744,997,179,1,3,73,,,,,,,0,0
2022-11-28,22174,744,987,169,1,3,73,,,,,,,0,0
2022-11-27,22170,744,988,170,2,4,72,,,,,,,0,0
2022-11-26,22169,744,987,169,2,4,71,,,,,,,0,0
2022-11-25,22165,744,975,164,2,4,71,,,,,,,0,0
2022-11-24,22160,744,963,158,3,5,70,,,,,,,0,0
2022-11-23,22150,634,953,154,4,7,68,,,,,,,0,0
2022-11-22,22146,634,939,150,4,7,68,,,,,,,0,0
2022-11-21,22142,634,921,143,4,7,68,,,,,,,0,0
2022-11-20,22140,634,926,143,4,7,68,,,,,,,0,0
2022-11-19,22136,634,924,145,4,8,68,,,,,,,0,0
2022-11-18,22122,634,917,143,4,8,68,,,,,,,0,0
2022-11-17,22119,634,908,143,4,8,68,,,,,,,0,0
2022-11-16,22114,673,898,134,5,9,67,,,,,,,0,0
2022-11-15,22110,711,889,126,5,10,66,,,,,,,0,0
2022-11-14,22105,711,884,122,5,10,66,,,,,,,0,0
2022-11-13,22105,711,887,122,3,7,68,,,,,,,0,0
2022-11-12,22102,711,888,125,3,7,68,,,,,,,0,0
2022-11-11,22098,711,883,119,3,7,68,,,,,,,0,0
2022-11-10,22097,711,883,118,3,7,68,,,,,,,0,0
2022-11-09,22094,514,881,110,2,7,68,,,,,,,0,0
2022-11-08,22091,514,880,104,2,6,69,,,,,,,0,0
2022-11-07,22088,514,879,99,2,6,70,,,,,,,0,0
2022-11-06,22088,514,881,99,2,6,70,,,,,,,0,0
2022-11-05,22087,514,878,99,2,6,70,,,,,,,0,0
2022-11-04,22086,514,877,97,2,5,71,,,,,,,0,0
2022-11-03,22082,514,885,97,2,5,71,,,,,,,0,0
2022-11-02,22079,704,884,89,1,3,73,,,,,,,0,0
2022-11-01,22078,704,879,87,1,3,73,,,,,,,0,0
2022-10-31,22077,704,889,84,1,3,73,,,,,,,0,0
2022-10-30,22077,704,889,84,1,3,73,,,,,,,0,0
2022-10-29,22072,704,901,84,1,2,74,,,,,,,0,0
2022-10-28,22066,704,897,82,1,2,75,,,,,,,0,0
2022-10-27,22061,704,895,80,1,2,75,,,,,,,0,0
2022-10-26,22052,797,896,76,1,2,75,,,,,,,0,0
2022-10-25,22041,797,890,62,1,2,75,,,,,,,0,0
2022-10-24,22037,797,892,57,1,1,77,,,,,,,0,0
2022-10-23,22032,797,896,57,1,1,77,,,,,,,0,0
2022-10-22,22031,797,897,58,1,1,77,,,,,,,0,0
2022-10-21,22029,797,889,56,1,1,78,,,,,,,0,0
2022-10-20,22025,797,887,235,1,1,78,,,,,,,0,0
2022-10-19,22021,682,890,235,1,1,79,,,,,,,0,0
2022-10-18,22021,682,873,232,1,1,79,,,,,,,0,0
2022-10-17,22020,682,874,227,1,1,79,,,,,,,0,0
2022-10-16,22018,682,882,227,1,1,79,,,,,,,0,0
2022-10-15,22016,682,876,227,1,1,80,,,,,,,0,0
2022-10-14,22015,682,867,225,1,1,80,,,,,,,0,0
2022-10-13,22014,682,868,225,1,1,79,,,,,,,0,0
2022-10-12,22010,832,860,220,1,1,79,,,,,,,0,0
2022-10-11,22009,832,851,220,1,1,79,,,,,,,0,0
2022-10-10,22005,832,848,221,1,1,79,,,,,,,0,0
2022-10-09,22004,832,855,221,1,1,80,,,,,,,0,0
2022-10-08,21999,832,854,221,1,1,78,,,,,,,0,0
2022-10-07,21964,832,845,219,1,1,78,,,,,,,0,0
2022-10-06,21964,832,834,216,1,1,77,,,,,,,0,0
2022-10-05,21950,767,825,217,1,1,77,,,,,,,0,0
2022-10-04,21942,767,815,191,1,1,77,,,,,,,0,0
2022-10-03,21941,767,810,190,1,1,77,,,,,,,0,0
2022-10-02,21941,767,808,190,1,1,77,,,,,,,0,0
2022-09-30,21942,767,802,190,1,1,77,,,,,,,0,0
2022-09-29,21935,741,790,186,1,3,73,,,,,,,0,0
2022-09-28,21935,721,783,186,1,3,73,,,,,,,0,0
2022-09-27,21935,701,776,186,1,3,73,,,,,,,0,0
2022-09-26,21935,681,769,186,1,3,73,,,,,,,0,0
2022-09-25,21935,661,762,186,1,3,73,,,,,,,0,0
2022-09-24,21935,641,755,186,1,3,73,,,,,,,0,0
2022-09-23,21935,621,748,186,1,3,73,,,,,,,0,0
2022-09-22,21935,601,741,186,1,3,73,,,,,,,0,0
2022-09-21,21936,647,744,186,1,3,73,,,,,,,0,0
2022-09-20,21935,647,753,187,2,4,71,,,,,,,0,0
2022-09-19,21934,647,733,187,2,4,71,,,,,,,0,0
2022-09-18,21933,647,740,184,2,4,70,,,,,,,0,0
2022-09-17,21933,647,745,184,2,4,70,,,,,,,0,0
2022-09-16,21933,647,750,184,2,4,70,,,,,,,0,0
2022-09-15,21933,647,755,184,2,4,70,,,,,,,0,0
2022-09-14,21935,607,762,183,2,4,70,,,,,,,0,0
2022-09-13,21934,607,757,178,2,4,70,,,,,,,0,0
2022-09-12,21933,607,761,175,2,4,70,,,,,,,0,0
2022-09-11,21933,607,775,174,2,4,70,,,,,,,0,0
2022-09-10,21932,607,777,174,2,4,70,,,,,,,0,0
2022-09-09,21930,607,774,176,4,7,67,,,,,,,0,0
2022-09-08,21930,607,771,176,4,7,66,,,,,,,0,0
2022-09-07,21929,598,769,179,4,7,66,,,,,,,0,0
2022-09-06,21921,576,782,177,4,3,72,,,,,,,0,0
2022-09-05,21919,558,789,175,4,3,72,,,,,,,0,0
2022-09-04,21917,540,796,173,4,3,72,,,,,,,0,0
2022-09-03,21915,522,803,171,4,3,72,,,,,,,0,0
2022-09-02,21913,504,810,169,4,3,72,,,,,,,0,0
2022-09-01,21911,486,817,167,4,3,72,,,,,,,0,0
2022-08-31,21909,468,824,165,4,3,72,,,,,,,0,0
2022-08-30,21907,450,831,163,4,3,72,,,,,,,0,0
2022-08-29,21907,450,834,159,2,3,72,,,,,,,0,0
2022-08-28,21907,450,844,159,2,3,72,,,,,,,0,0
2022-08-27,21904,450,840,161,2,3,72,,,,,,,0,0
2022-08-26,21903,450,840,158,1,2,73,,,,,,,0,0
2022-08-25,21903,450,834,157,1,1,76,,,,,,,0,0
2022-08-24,21875,456,858,142,1,1,78,,,,,,,0,0
2022-08-23,21874,460,863,142,1,1,78,,,,,,,0,0
2022-08-22,21873,464,868,142,1,1,78,,,,,,,0,0
2022-08-21,21872,468,873,142,1,1,78,,,,,,,0,0
2022-08-20,21871,472,878,142,1,1,78,,,,,,,0,0
2022-08-19,21870,476,883,142,1,1,78,,,,,,,0,0
2022-08-18,21869,480,888,142,1,1,78,,,,,,,0,0
2022-08-17,21868,484,893,142,1,1,78,,,,,,,0,0
2022-08-16,21867,488,898,142,1,1,78,,,,,,,0,0
2022-08-15,21866,492,903,142,1,1,78,,,,,,,0,0
2022-08-14,21865,496,908,142,1,1,78,,,,,,,0,0
2022-08-13,21864,500,913,142,1,1,78,,,,,,,0,0
2022-08-12,21863,504,918,142,1,1,78,,,,,,,0,0
2022-08-11,21862,508,923,142,1,1,78,,,,,,,0,0
2022-08-10,21861,512,928,142,1,1,78,,,,,,,0,0
2022-08-09,21860,516,933,142,1,1,78,,,,,,,0,0
2022-08-08,21859,520,938,142,1,1,78,,,,,,,0,0
2022-08-07,21858,524,943,142,1,1,78,,,,,,,0,0
2022-08-06,21857,528,948,142,1,1,78,,,,,,,0,0
2022-08-05,21856,532,953,142,1,1,78,,,,,,,0,0
2022-08-04,21855,536,958,142,1,1,78,,,,,,,0,0
2022-08-03,21854,540,963,142,1,1,78,,,,,,,0,0
2022-08-02,21853,544,968,142,1,1,78,,,,,,,0,0
2022-08-01,21852,548,973,142,1,1,78,,,,,,,0,0
2022-07-31,21851,552,978,142,1,1,78,,,,,,,0,0
2022-07-30,21850,556,983,142,1,1,78,,,,,,,0,0
2022-07-29,21849,560,988,142,1,1,78,,,,,,,0,0
2022-07-28,21848,564,993,142,1,1,78,,,,,,,0,0
2022-07-27,21843,719,1010,139,1,1,78,,,,,,,0,0
2022-07-26,21838,719,1002,131,1,1,78,,,,,,,0,0
2022-07-25,21834,719,1014,130,1,1,78,,,,,,,0,0
2022-07-24,21834,719,1121,130,1,1,78,,,,,,,0,0
2022-07-23,21832,719,1131,129,1,1,78,,,,,,,0,0
2022-07-22,21828,719,1134,130,1,1,78,,,,,,,0,0
2022-07-21,21821,719,1127,131,1,1,78,,,,,,,0,0
2022-07-20,21817,626,1130,132,1,1,78,,,,,,,0,0
2022-07-19,21812,626,1141,128,1,1,78,,,,,,,0,0
2022-07-18,21812,626,1140,127,1,1,78,,,,,,,0,0
2022-07-17,21808,626,1143,130,1,1,78,,,,,,,0,0
2022-07-16,21805,626,1146,132,1,1,78,,,,,,,0,0
2022-07-15,21802,626,1149,134,1,1,78,,,,,,,0,0
2022-07-14,21796,626,1144,133,1,1,78,,,,,,,0,0
2022-07-13,21788,694,1139,118,1,1,78,,,,,,,0,0
2022-07-12,21776,694,1138,96,1,1,78,,,,,,,0,0
2022-07-11,21773,694,1139,95,1,1,78,,,,,,,0,0
2022-07-10,21771,694,1139,95,1,1,78,,,,,,,0,0
2022-07-09,21767,694,1137,93,1,1,78,,,,,,,0,0
2022-07-08,21763,694,1135,92,1,1,78,,,,,,,0,0
2022-07-07,21758,694,1125,91,1,1,78,,,,,,,0,0
2022-07-06,21757,726,1121,90,1,1,78,,,,,,,0,0
2022-07-05,21754,726,1117,89,1,1,78,,,,,,,0,0
2022-07-04,21750,726,1119,90,1,1,78,,,,,,,0,0
2022-07-03,21747,726,1122,92,1,1,78,,,,,,,0,0
2022-07-01,21737,726,1121,79,1,1,80,,,,,,,0,0
2022-06-30,21735,726,1110,363,1,1,80,,,,,,,0,0
2022-06-29,21736,726,1108,359,1,1,80,,,,,,,0,0
2022-06-28,21725,790,1100,352,1,1,80,,,,,,,0,0
2022-06-27,21719,792,1089,338,1,1,80,,,,,,,0,0
2022-06-26,21719,794,1097,337,1,1,80,,,,,,,0,0
2022-06-25,21714,796,1099,337,1,1,80,,,,,,,0,0
2022-06-24,21713,798,1096,333,1,1,80,,,,,,,0,0
2022-06-23,21702,800,1084,333,1,1,80,,,,,,,0,0
2022-06-22,21698,802,1079,332,1,1,80,,,,,,,0,0
2022-06-21,21694,802,1085,331,1,1,80,,,,,,,0,0
2022-06-20,21689,802,1094,332,1,1,80,,,,,,,0,0
2022-06-19,21688,802,1090,331,1,1,80,,,,,,,0,0
2022-06-18,21686,802,1099,332,1,1,78,,,,,,,0,0
2022-06-17,21681,802,1089,329,1,2,76,,,,,,,0,0
2022-06-16,21674,743,1082,331,1,2,75,,,,,,,0,0
2022-06-15,21667,685,1077,331,1,2,75,,,,,,,0,0
2022-06-14,21660,627,1072,331,1,2,75,,,,,,,0,0
2022-06-13,21654,627,1070,328,1,3,74,,,,,,,0,0
2022-06-12,21649,627,1069,326,1,3,74,,,,,,,0,0
2022-06-11,21648,627,1078,321,1,2,74,,,,,,,0,0
2022-06-10,21647,627,1084,322,1,2,76,,,,,,,0,0
2022-06-09,21643,627,1089,320,1,2,76,,,,,,,0,0
2022-06-08,21628,578,1069,319,1,2,76,,,,,,,0,0
2022-06-07,21614,529,1050,319,1,2,76,,,,,,,0,0
2022-06-06,21601,529,1033,306,1,1,77,,,,,,,0,0
2022-06-05,21598,529,1023,308,1,1,79,,,,,,,0,0
2022-06-04,21598,529,1029,306,1,1,79,,,,,,,0,0
2022-06-03,21596,529,1027,306,1,1,78,,,,,,,0,0
2022-06-02,21587,529,1023,304,1,1,78,,,,,,,0,0
2022-06-01,21581,701,1013,301,1,1,77,,,,,,,0,0
2022-05-31,21582,701,1020,296,1,1,77,,,,,,,0,0
2022-05-30,21576,701,1009,297,1,1,77,,,,,,,0,0
2022-05-29,21574,701,1016,296,1,1,77,,,,,,,0,0
2022-05-28,21575,701,1019,296,1,1,79,,,,,,,0,0
2022-05-27,21572,701,1015,294,1,1,79,,,,,,,0,0
2022-05-26,21569,701,1015,295,1,1,79,,,,,,,0,0
2022-05-25,21560,823,1027,292,1,1,79,,,,,,,0,0
2022-05-24,21545,823,1011,282,1,1,79,,,,,,,0,0
2022-05-23,21540,823,1006,281,1,1,79,,,,,,,0,0
2022-05-22,21538,823,1015,281,1,1,79,,,,,,,0,0
2022-05-21,21534,823,1021,281,1,1,79,,,,,,,0,0
2022-05-20,21530,823,1018,276,1,1,79,,,,,,,0,0
2022-05-19,21525,823,1019,276,1,1,79,,,,,,,0,0
2022-05-18,21519,745,1040,274,1,1,79,,,,,,,0,0
2022-05-17,21515,745,1048,273,1,1,79,,,,,,,0,0
2022-05-16,21506,745,1073,278,1,1,79,,,,,,,0,0
2022-05-15,21502,745,1126,268,1,1,80,,,,,,,0,0
2022-05-14,21498,745,1141,265,1,1,80,,,,,,,0,0
2022-05-13,21492,745,1140,260,1,1,80,,,,,,,0,0
2022-05-12,21488,745,1163,262,1,1,80,,,,,,,0,0
2022-05-11,21483,827,1152,260,1,1,80,,,,,,,0,0
2022-05-10,21478,827,1234,258,1,1,80,,,,,,,0,0
