Date,Connections,Search Appearance,Views,Invitations,SSI Industry,SSI Network,SSI,Company Followers,Company Search Appearances,Company Unique Visitors,Company New Followers,Company Post Impressions,Company Custom Clicks,Company Credits Available,Company Credits Total
2022-05-09,21474,827,1315,256,1,1,80,,,,,,,0,0
2022-05-08,21468,827,1350,257,1,1,80,,,,,,,0,0
2022-05-07,21464,827,1384,256,1,1,79,,,,,,,0,0
2022-05-06,21461,827,1417,255,1,1,79,,,,,,,0,0
2022-05-05,21457,827,1425,247,1,1,79,,,,,,,0,0
2022-05-04,21452,770,1435,245,1,1,77,,,,,,,0,0
2022-05-03,21451,770,1459,244,1,1,77,,,,,,,0,0
2022-05-02,21450,770,1482,243,1,1,77,,,,,,,0,0
2022-05-01,21446,770,1523,243,1,1,77,,,,,,,0,0
2022-04-30,21444,770,1559,238,1,1,77,,,,,,,0,0
2022-04-29,21438,770,1586,240,1,1,77,,,,,,,0,0
2022-04-28,21431,770,1596,229,1,2,75,,,,,,,0,0
2022-04-27,21429,542,1629,225,1,2,75,,,,,,,0,0
2022-04-26,21424,542,1511,224,1,2,77,,,,,,,0,0
2022-04-25,21420,542,1520,222,1,2,77,,,,,,,0,0
2022-04-24,21419,542,1529,223,1,2,76,,,,,,,0,0
2022-04-23,21417,542,1541,222,1,3,76,,,,,,,0,0
2022-04-22,21414,542,1538,223,1,3,76,,,,,,,0,0
2022-04-21,21409,542,1538,220,1,3,76,,,,,,,0,0
2022-04-20,21404,589,1515,219,1,3,76,,,,,,,0,0
2022-04-19,21400,636,1493,219,1,3,76,,,,,,,0,0
2022-04-18,21399,636,1505,218,1,3,75,,,,,,,0,0
2022-04-17,21398,636,1519,217,1,3,75,,,,,,,0,0
2022-04-16,21398,636,1526,216,1,3,75,,,,,,,0,0
2022-04-15,21394,636,1532,216,1,3,75,,,,,,,0,0
2022-04-14,21393,636,1529,212,1,3,75,,,,,,,0,0
2022-04-13,21390,775,1531,209,1,3,75,,,,,,,0,0
2022-04-12,21384,775,1526,210,1,3,75,,,,,,,0,0
2022-04-11,21382,775,1524,209,1,2,77,,,,,,,0,0
2022-04-10,21380,775,1530,210,1,2,77,,,,,,,0,0
2022-04-09,21380,775,1534,209,1,2,77,,,,,,,0,0
2022-04-08,21379,775,1534,209,1,2,77,,,,,,,0,0
2022-04-07,21379,775,1538,206,1,2,77,,,,,,,0,0
2022-04-06,21377,705,1551,205,1,2,77,,,,,,,0,0
2022-04-05,21374,705,1561,206,1,2,77,,,,,,,0,0
2022-04-04,21374,705,1581,206,1,2,77,,,,,,,0,0
2022-04-03,21366,688,1593,200,1,1,79,,,,,,,0,0
2022-04-02,21363,675,1600,199,1,1,79,,,,,,,0,0
2022-04-01,21360,662,1607,198,1,1,79,,,,,,,0,0
2022-03-31,21357,649,1614,197,1,1,79,,,,,,,0,0
2022-03-30,21354,636,1621,196,1,1,79,,,,,,,0,0
2022-03-29,21351,623,1628,195,1,1,79,,,,,,,0,0
2022-03-28,21347,623,1638,201,1,1,79,,,,,,,0,0
2022-03-27,21346,623,1659,201,1,1,79,,,,,,,0,0
2022-03-26,21345,623,1675,201,1,1,79,,,,,,,0,0
2022-03-25,21341,623,1681,192,1,1,79,,,,,,,0,0
2022-03-24,21336,623,1674,190,1,1,79,,,,,,,0,0
2022-03-23,21328,932,1671,191,1,1,79,,,,,,,0,0
2022-03-22,21324,932,1672,177,1,1,79,,,,,,,0,0
2022-03-21,21321,932,1675,172,1,1,79,,,,,,,0,0
2022-03-20,21320,932,1684,172,1,2,78,,,,,,,0,0
2022-03-19,21322,932,1697,172,1,2,78,,,,,,,0,0
2022-03-18,21322,932,1694,632,1,2,78,,,,,,,0,0
2022-03-17,21316,932,1684,1040,1,2,78,,,,,,,0,0
2022-03-16,21313,624,1690,1348,1,2,78,,,,,,,0,0
2022-03-15,21309,624,1682,1349,1,2,78,,,,,,,0,0
2022-03-14,21301,624,1686,1369,1,2,78,,,,,,,0,0
2022-03-13,21299,624,1683,1366,1,2,77,,,,,,,0,0
2022-03-12,21296,624,1701,1367,3,14,66,,,,,,,0,0
2022-03-11,21293,624,1698,1374,4,15,66,,,,,,,0,0
2022-03-10,21288,624,1701,1372,1,3,76,,,,,,,0,0
2022-03-09,21284,697,1709,1374,1,3,76,,,,,,,0,0
2022-03-08,21275,697,1714,1375,1,3,76,,,,,,,0,0
2022-03-07,21273,697,1720,1377,1,3,76,,,,,,,0,0
2022-03-06,21267,697,1722,1379,1,3,76,,,,,,,0,0
2022-03-05,21264,697,1723,1381,1,3,76,,,,,,,0,0
2022-03-04,21261,697,1724,1383,1,3,76,,,,,,,0,0
2022-03-03,21258,697,1725,1385,1,3,76,,,,,,,0,0
2022-03-02,21247,711,1727,1378,1,3,76,,,,,,,0,0
2022-03-01,21242,711,1734,1380,1,3,76,,,,,,,0,0
2022-02-28,21238,711,1734,1388,1,3,75,,,,,,,0,0
2022-02-27,21237,711,1748,1389,1,3,76,,,,,,,0,0
2022-02-26,21230,711,1752,1395,1,3,76,,,,,,,0,0
2022-02-25,21223,711,1749,1400,1,4,74,,,,,,,0,0
2022-02-24,21213,711,1745,1432,1,6,72,,,,,,,0,0
2022-02-23,21201,859,1738,1440,2,8,70,,,,,,,0,0
2022-02-22,21196,859,1731,1444,2,8,70,,,,,,,0,0
2022-02-21,21195,859,1731,1626,2,8,70,,,,,,,0,0
2022-02-20,21190,859,1742,1631,2,8,70,,,,,,,0,0
2022-02-19,21183,859,1755,1637,2,8,70,,,,,,,0,0
2022-02-18,21170,859,1739,1616,1,7,71,,,,,,,0,0
2022-02-17,21145,859,1716,1920,1,7,71,,,,,,,0,0
2022-02-16,21130,859,1730,1898,1,7,71,,,,,,,0,0
2022-02-15,21120,660,1710,1943,1,5,72,,,,,,,0,0
2022-02-14,21101,660,1680,2040,1,5,73,,,,,,,0,0
2022-02-13,21096,660,1666,2043,1,5,73,,,,,,,0,0
2022-02-12,21078,660,1661,2031,1,5,73,,,,,,,0,0
2022-02-11,21045,660,1635,1985,1,5,73,,,,,,,0,0
2022-02-10,20999,660,1470,2004,1,5,73,,,,,,,0,0
2022-02-09,20974,701,1462,2077,1,5,73,,,,,,,0,0
2022-02-08,20927,701,1429,1963,1,5,73,,,,,,,0,0
2022-02-07,20888,701,1420,2033,1,5,73,,,,,,,0,0
2022-02-06,20863,701,1401,2065,1,4,74,,,,,,,0,0
2022-02-05,20833,701,1381,1973,1,5,73,,,,,,,0,0
2022-02-04,20804,701,1362,1882,1,5,73,,,,,,,0,0
2022-02-03,20771,701,1338,1809,1,5,73,,,,,,,0,0
2022-02-02,20731,688,1312,1797,1,5,73,,,,,,,0,0
2022-02-01,20721,688,1331,1776,1,5,73,,,,,,,0,0
2022-01-31,20684,688,1304,1698,1,5,73,,,,,,,0,0
2022-01-30,20647,688,1279,1621,1,5,73,,,,,,,0,0
2022-01-29,20610,688,1254,1544,1,5,73,,,,,,,0,0
2022-01-28,20569,688,1212,1466,1,4,74,,,,,,,0,0
2022-01-27,20554,688,1196,1418,1,3,75,,,,,,,0,0
2022-01-26,20542,565,1194,1391,1,2,78,,,,,,,0,0
2022-01-25,20530,565,1204,1384,1,2,78,,,,,,,0,0
2022-01-24,20524,565,1218,1375,1,2,78,,,,,,,0,0
2022-01-23,20519,565,1235,1370,1,2,78,,,,,,,0,0
2022-01-22,20515,565,1260,1356,1,1,78,,,,,,,0,0
2022-01-21,20508,565,1255,1343,1,1,78,,,,,,,0,0
2022-01-20,20501,565,1255,1332,1,2,78,,,,,,,0,0
2022-01-19,20492,671,1250,1320,1,1,78,,,,,,,0,0
2022-01-18,20483,671,1243,1311,1,1,78,,,,,,,0,0
2022-01-17,20480,671,1239,1301,1,1,78,,,,,,,0,0
2022-01-16,20477,671,1245,1291,1,1,79,,,,,,,0,0
2022-01-15,20473,671,1255,1285,1,1,79,,,,,,,0,0
2022-01-14,20465,671,1254,1267,1,1,79,,,,,,,0,0
2022-01-13,20461,671,1252,1270,1,1,79,,,,,,,0,0
2022-01-12,20455,521,1259,1282,1,1,79,,,,,,,0,0
2022-01-11,20449,521,1260,1280,1,1,79,,,,,,,0,0
2022-01-10,20446,521,1261,1283,1,1,79,,,,,,,0,0
2022-01-09,20444,521,1260,1288,1,1,79,,,,,,,0,0
2022-01-08,20441,521,1260,1297,1,1,79,,,,,,,0,0
2022-01-07,20435,521,1248,1302,1,1,79,,,,,,,0,0
2022-01-06,20430,521,1238,1312,1,1,79,,,,,,,0,0
2022-01-05,20429,489,1231,1310,1,1,79,,,,,,,0,0
2022-01-04,20418,489,1224,1320,1,1,79,,,,,,,0,0
2022-01-03,20407,489,1218,1330,1,1,79,,,,,,,0,0
2022-01-02,20403,489,1228,1331,1,1,79,,,,,,,0,0
2022-01-01,20400,489,1225,1331,1,1,79,,,,,,,0,0
2021-12-31,20400,489,1220,1340,1,1,79,,,,,,,0,0
2021-12-30,20395,489,1227,1341,1,1,81,,,,,,,0,0
2021-12-29,20387,1301,1239,1346,1,1,81,,,,,,,0,0
2021-12-28,20385,1301,1243,1348,1,1,81,,,,,,,0,0
2021-12-27,20379,1301,1223,1349,1,1,81,,,,,,,0,0
2021-12-26,20372,1301,1225,1354,1,1,81,,,,,,,0,0
2021-12-25,20363,1301,1230,1377,1,1,81,,,,,,,0,0
2021-12-24,20355,1301,1235,1370,1,1,81,,,,,,,0,0
2021-12-23,20349,1301,1268,1360,1,1,81,,,,,,,0,0
2021-12-22,20344,876,1277,1374,1,1,81,,,,,,,0,0
2021-12-21,20337,876,1289,1384,1,1,81,,,,,,,0,0
2021-12-20,20330,876,1283,1399,1,1,80,,,,,,,0,0
2021-12-19,20330,876,1296,1405,1,1,80,,,,,,,0,0
2021-12-18,20322,876,1305,1417,1,1,80,,,,,,,0,0
2021-12-17,20309,876,1299,1429,1,1,80,,,,,,,0,0
2021-12-16,20290,876,1288,1428,1,1,80,,,,,,,0,0
2021-12-15,20283,789,1283,1426,1,1,80,,,,,,,0,0
2021-12-14,20278,789,1284,1434,1,1,80,,,,,,,0,0
2021-12-13,20272,789,1272,1447,1,1,80,,,,,,,0,0
2021-12-12,20266,789,1272,1459,1,1,81,,,,,,,0,0
2021-12-11,20262,789,1280,1471,1,1,81,,,,,,,0,0
2021-12-10,20253,789,1271,1472,1,1,81,,,,,,,0,0
2021-12-09,20243,789,1261,1475,1,1,81,,,,,,,0,0
2021-12-08,20234,584,1258,1476,1,1,81,,,,,,,0,0
2021-12-07,20227,584,1260,1480,1,1,81,,,,,,,0,0
2021-12-06,20217,584,1261,1475,1,1,81,,,,,,,0,0
2021-12-05,20212,584,1276,1488,1,1,81,,,,,,,0,0
2021-12-04,20206,584,1289,1495,1,1,81,,,,,,,0,0
2021-12-03,20192,584,1291,1505,1,1,81,,,,,,,0,0
2021-12-02,20177,584,1282,1473,1,1,80,,,,,,,0,0
2021-12-01,20163,865,1287,1440,1,1,80,,,,,,,0,0
2021-11-30,20140,865,1283,1409,1,1,80,,,,,,,0,0
2021-11-29,20129,865,1285,1406,1,1,80,,,,,,,0,0
2021-11-28,20122,865,1297,1415,1,1,80,,,,,,,0,0
2021-11-27,20112,865,1302,1426,1,1,80,,,,,,,0,0
2021-11-26,20101,865,1306,1435,1,1,80,,,,,,,0,0
2021-11-25,20097,865,1312,1431,1,1,80,,,,,,,0,0
2021-11-24,20095,735,1321,1426,1,1,81,,,,,,,0,0
2021-11-23,20089,735,1316,1438,1,1,81,,,,,,,0,0
2021-11-22,20074,735,1310,1458,1,1,81,,,,,,,0,0
2021-11-21,20071,735,1321,1453,1,1,81,,,,,,,0,0
2021-11-20,20067,735,1327,1462,1,1,81,,,,,,,0,0
2021-11-19,20063,735,1329,1461,1,1,81,,,,,,,0,0
2021-11-18,20057,735,1316,1465,1,1,81,,,,,,,0,0
2021-11-17,20049,1002,1309,1469,1,1,81,,,,,,,0,0
2021-11-16,20049,1002,1315,1487,1,1,81,,,,,,,0,0
2021-11-15,20045,1002,1322,1495,1,1,81,,,,,,,0,0
2021-11-14,20041,1002,1331,1503,1,1,80,,,,,,,0,0
2021-11-13,20039,1002,1344,1509,1,1,81,,,,,,,0,0
2021-11-12,20031,1002,1338,1496,1,1,81,,,,,,,0,0
2021-11-11,20028,1002,1334,1503,1,1,81,,,,,,,0,0
2021-11-10,20021,951,1330,1513,1,1,80,,,,,,,0,0
2021-11-09,20015,902,1327,1522,1,1,80,,,,,,,0,0
2021-11-08,20009,853,1324,1531,1,1,80,,,,,,,0,0
2021-11-07,20007,853,1324,1538,1,1,80,,,,,,,0,0
2021-11-06,20005,853,1317,1548,1,1,80,,,,,,,0,0
2021-11-05,19996,853,1292,1558,1,1,80,,,,,,,0,0
2021-11-04,19983,853,1271,1569,1,1,80,,,,,,,0,0
2021-11-03,19983,853,1288,1569,1,1,80,,,,,,,0,0
2021-11-02,19926,886,1260,1550,1,1,81,,,,,,,0,0
2021-11-01,19890,886,1251,1499,1,1,80,,,,,,,0,0
2021-10-31,19885,886,1259,1491,1,1,80,,,,,,,0,0
2021-10-30,19882,886,1269,1497,1,1,80,,,,,,,0,0
2021-10-29,19868,886,1266,1506,1,1,80,,,,,,,0,0
2021-10-28,19836,886,1252,1499,1,1,80,,,,,,,0,0
2021-10-27,19802,723,1232,1470,1,1,80,,,,,,,0,0
2021-10-26,19783,723,1207,1446,1,1,80,,,,,,,0,0
2021-10-25,19782,723,1218,1441,1,1,80,,,,,,,0,0
2021-10-24,19762,723,1198,1435,1,1,80,,,,,,,0,0
2021-10-23,19760,723,1205,1448,1,1,81,,,,,,,0,0
2021-10-22,19759,723,1204,1451,1,1,81,,,,,,,0,0
2021-10-21,19756,723,1199,1456,1,1,81,,,,,,,0,0
2021-10-20,19752,1682,1201,1460,1,1,81,,,,,,,0,0
2021-10-19,19747,1682,1197,1456,1,1,81,,,,,,,0,0
2021-10-18,19741,1682,1190,1465,1,1,81,,,,,,,0,0
2021-10-17,19736,1682,1197,1446,1,1,81,,,,,,,0,0
2021-10-16,19733,1682,1212,1456,1,1,81,,,,,,,0,0
2021-10-15,19728,1682,1206,1438,1,1,80,,,,,,,0,0
2021-10-14,19720,1682,1199,1404,1,1,80,,,,,,,0,0
2021-10-13,19709,867,1192,1425,1,1,80,,,,,,,0,0
2021-10-12,19707,867,1194,1429,1,1,81,,,,,,,0,0
2021-10-11,19706,867,1197,1432,1,1,81,,,,,,,0,0
2021-10-10,19707,867,1204,1434,1,1,81,,,,,,,0,0
2021-10-09,19706,867,1206,1442,1,1,81,,,,,,,0,0
2021-10-08,19703,867,1202,1447,1,1,81,,,,,,,0,0
2021-10-07,19702,867,1190,1451,1,1,81,,,,,,,0,0
2021-10-06,19701,812,1194,1455,1,1,81,,,,,,,0,0
2021-10-05,19696,812,1187,1452,1,1,81,,,,,,,0,0
2021-10-04,19682,812,1169,1451,1,1,81,,,,,,,0,0
2021-10-03,19681,812,1171,1456,1,1,81,,,,,,,0,0
2021-10-02,19679,812,1174,1466,1,1,81,,,,,,,0,0
2021-10-01,19675,812,1170,1469,1,1,81,,,,,,,0,0
2021-09-30,19667,812,1140,1479,1,1,81,,,,,,,0,0
2021-09-29,19664,921,1131,1487,1,1,81,,,,,,,0,0
2021-09-28,19653,921,1126,1486,1,1,81,,,,,,,0,0
2021-09-27,19628,921,1119,1471,1,1,81,,,,,,,0,0
2021-09-26,19620,921,1121,1451,1,1,81,,,,,,,0,0
2021-09-25,19619,921,1130,1455,1,1,81,,,,,,,0,0
2021-09-24,19616,921,1095,1457,1,1,81,,,,,,,0,0
2021-09-23,19604,921,1092,1449,1,1,81,,,,,,,0,0
2021-09-22,19589,923,1109,1428,1,1,81,,,,,,,0,0
2021-09-21,19576,923,1148,1409,1,1,81,,,,,,,0,0
2021-09-20,19564,923,1178,1417,1,1,81,,,,,,,0,0
2021-09-19,19563,923,1188,1409,1,1,81,,,,,,,0,0
2021-09-18,19554,923,1189,1408,1,1,81,,,,,,,0,0
2021-09-17,19552,923,1191,1407,1,1,81,,,,,,,0,0
2021-09-16,19550,923,1192,1406,1,1,81,,,,,,,0,0
2021-09-15,19539,1001,1179,1405,1,1,81,,,,,,,0,0
2021-09-14,19534,1001,1181,1404,1,1,81,,,,,,,0,0
2021-09-13,19528,1001,1186,1403,1,1,81,,,,,,,0,0
2021-09-12,19524,1001,1191,1402,1,1,81,,,,,,,0,0
2021-09-11,19520,1001,1209,1397,1,1,81,,,,,,,0,0
2021-09-10,19515,1001,1207,1399,1,1,81,,,,,,,0,0
2021-09-09,19505,1001,1193,1399,1,1,81,,,,,,,0,0
2021-09-08,19504,1001,1198,1388,1,1,81,,,,,,,0,0
2021-09-07,19495,865,1182,1392,1,1,81,,,,,,,0,0
2021-09-06,19480,865,1182,1390,1,1,81,,,,,,,0,0
2021-09-05,19473,865,1186,1390,1,1,81,,,,,,,0,0
2021-09-04,19472,865,1179,1382,1,1,81,,,,,,,0,0
2021-09-03,19470,865,1182,1384,1,1,81,,,,,,,0,0
2021-09-02,19468,865,1176,1379,1,1,81,,,,,,,0,0
2021-09-01,18899,865,1178,1373,1,1,81,,,,,,,0,0
2021-08-31,18899,365,1179,1365,1,1,81,,,,,,,0,0
2021-08-30,18889,365,1184,1374,1,1,81,,,,,,,0,0
2021-08-29,19440,365,1201,1372,1,1,81,,,,,,,0,0
2021-08-28,19433,365,1202,1371,1,1,81,,,,,,,0,0
2021-08-27,19429,365,1194,1359,1,1,81,,,,,,,0,0
2021-08-26,19416,365,1179,1357,1,1,81,,,,,,,0,0
2021-08-25,19402,365,1169,1350,1,1,81,,,,,,,0,0
2021-08-24,19396,518,1164,1345,1,1,81,,,,,,,0,0
2021-08-23,19391,518,1159,1336,1,1,81,,,,,,,0,0
2021-08-22,19380,518,1167,1333,1,1,81,,,,,,,0,0
2021-08-21,19371,518,1164,1326,1,1,81,,,,,,,0,0
2021-08-20,19370,518,1175,1325,1,1,81,,,,,,,0,0
2021-08-19,19366,518,1167,1317,1,1,81,,,,,,,0,0
2021-08-18,19360,518,1163,1309,1,1,81,,,,,,,0,0
2021-08-17,19352,647,1159,1304,1,1,81,,,,,,,0,0
2021-08-16,19337,647,1183,1295,1,1,81,,,,,,,0,0
2021-08-15,19332,647,1182,1285,1,1,81,,,,,,,0,0
2021-08-14,19326,634,1176,1272,1,1,81,,,,,,,0,0
2021-08-13,19322,623,1173,1261,1,1,81,,,,,,,0,0
2021-08-12,19318,612,1170,1250,1,1,81,,,,,,,0,0
2021-08-11,19314,601,1167,1239,1,1,81,,,,,,,0,0
2021-08-10,19311,601,1165,1242,1,1,81,,,,,,,0,0
2021-08-09,19304,601,1177,1232,1,1,81,,,,,,,0,0
2021-08-08,19301,601,1173,1223,1,1,81,,,,,,,0,0
2021-08-07,19298,601,1171,1217,1,1,81,,,,,,,0,0
2021-08-06,19295,601,1169,1211,1,1,81,,,,,,,0,0
2021-08-05,19292,601,1167,1205,1,1,81,,,,,,,0,0
2021-08-04,19282,601,1165,1192,1,1,80,,,,,,,0,0
2021-08-03,19258,726,1127,1168,1,1,79,,,,,,,0,0
2021-08-02,19258,726,1127,1168,1,1,79,,,,,,,0,0
2021-08-01,19256,726,1119,1153,1,1,79,,,,,,,0,0
2021-07-31,19248,726,1118,1148,1,1,79,,,,,,,0,0
2021-07-30,19247,726,1117,1139,1,1,80,,,,,,,0,0
2021-07-29,19244,726,1111,1134,1,1,80,,,,,,,0,0
2021-07-28,19239,726,1108,1127,1,1,80,,,,,,,0,0
2021-07-27,19229,723,1108,1116,1,1,81,,,,,,,0,0
2021-07-26,19225,723,1113,1107,1,1,81,,,,,,,0,0
2021-07-25,19211,723,1104,1105,1,1,81,,,,,,,0,0
2021-07-24,19206,723,1105,1095,1,1,82,,,,,,,0,0
2021-07-23,19205,723,1113,1083,1,1,82,,,,,,,0,0
2021-07-22,19197,723,1109,1077,1,1,82,,,,,,,0,0
2021-07-21,19188,723,1105,1068,1,1,81,,,,,,,0,0
2021-07-20,19183,717,1105,1059,1,1,81,,,,,,,0,0
2021-07-19,19171,717,1102,1056,1,1,79,,,,,,,0,0
2021-07-18,19162,717,1087,1051,1,1,79,,,,,,,0,0
2021-07-17,19159,717,1091,1051,1,1,79,,,,,,,0,0
2021-07-16,19157,717,1097,1050,1,1,79,,,,,,,0,0
2021-07-15,19156,717,1098,1042,1,1,79,,,,,,,0,0
2021-07-14,19153,717,1104,1034,1,1,79,,,,,,,0,0
2021-07-13,19148,785,1106,1030,1,1,79,,,,,,,0,0
2021-07-12,19141,785,1104,1026,1,1,79,,,,,,,0,0
2021-07-11,19138,785,1102,1019,1,1,79,,,,,,,0,0
2021-07-10,19129,785,1108,1013,1,1,81,,,,,,,0,0
2021-07-09,19126,785,1116,1006,1,1,81,,,,,,,0,0
2021-07-08,19123,785,1115,1001,1,1,82,,,,,,,0,0
2021-07-07,19118,785,1107,993,1,1,82,,,,,,,0,0
2021-07-06,19115,857,1107,994,1,1,82,,,,,,,0,0
2021-07-05,19115,857,1108,994,1,1,82,,,,,,,0,0
2021-07-04,19114,857,1100,996,1,1,82,,,,,,,0,0
2021-07-03,19111,857,1113,985,1,1,82,,,,,,,0,0
2021-07-02,19109,857,1122,987,1,1,82,,,,,,,0,0
2021-07-01,19108,857,1123,988,1,1,82,,,,,,,0,0
2021-06-30,19106,857,1139,989,1,1,82,,,,,,,0,0
2021-06-29,19101,1380,1128,988,1,1,82,,,,,,,0,0
2021-06-28,19086,1380,1122,960,1,1,82,,,,,,,0,0
2021-06-27,19066,1380,1113,952,1,1,81,,,,,,,0,0
2021-06-26,19048,1380,1104,948,1,1,81,,,,,,,0,0
2021-06-25,19030,1380,1095,944,1,1,81,,,,,,,0,0
2021-06-24,19012,1380,1086,940,1,1,81,,,,,,,0,0
2021-06-23,18994,1380,1077,936,1,1,81,,,,,,,0,0
2021-06-22,18989,747,1007,917,1,1,81,,,,,,,0,0
2021-06-21,18979,747,1004,906,1,1,81,,,,,,,0,0
2021-06-20,18974,747,1007,890,1,1,81,,,,,,,0,0
2021-06-19,18972,747,1018,870,1,1,81,,,,,,,0,0
2021-06-18,18967,747,1023,874,1,1,82,,,,,,,0,0
2021-06-17,18956,747,1019,874,1,1,82,,,,,,,0,0
2021-06-16,18948,747,1029,865,1,1,82,,,,,,,0,0
2021-06-15,18939,955,1062,839,1,1,82,,,,,,,0,0
2021-06-14,18926,955,1088,844,1,1,82,,,,,,,0,0
2021-06-13,18909,955,1074,816,1,1,82,,,,,,,0,0
2021-06-12,18909,955,1082,816,1,1,82,,,,,,,0,0
2021-06-11,18906,955,1085,818,1,1,82,,,,,,,0,0
2021-06-10,18904,955,1076,819,1,1,82,,,,,,,0,0
2021-06-09,18894,955,1071,821,1,1,82,,,,,,,0,0
2021-06-08,18873,805,1062,809,1,1,82,,,,,,,0,0
2021-06-07,18854,805,1056,798,1,1,82,,,,,,,0,0
2021-06-06,18840,805,1068,778,1,1,82,,,,,,,0,0
2021-06-05,18834,805,1071,751,1,1,82,,,,,,,0,0
2021-06-04,18828,805,1072,754,1,1,82,,,,,,,0,0
2021-06-03,18819,805,1062,757,1,1,82,,,,,,,0,0
2021-06-02,18803,805,1060,736,1,1,82,,,,,,,0,0
2021-06-01,18795,832,1051,723,1,1,82,,,,,,,0,0
2021-05-31,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-30,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-29,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-28,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-27,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-26,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-25,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-24,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-23,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-22,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-21,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-20,18783,0,1043,713,1,1,82,,,,,,,0,0
2021-05-19,18643,0,999,568,1,1,81,,,,,,,0,0
2021-05-18,18614,0,991,574,1,1,81,,,,,,,0,0
2021-05-17,18594,0,987,563,1,1,81,,,,,,,0,0
2021-05-16,18582,0,979,565,1,1,81,,,,,,,0,0
2021-05-15,18580,0,985,557,1,1,81,,,,,,,0,0
2021-05-14,18576,0,985,548,1,1,81,,,,,,,0,0
2021-05-13,18572,0,979,542,1,1,81,,,,,,,0,0
2021-05-12,18567,0,982,536,1,1,80,,,,,,,0,0
2021-05-11,18514,0,963,528,1,1,80,,,,,,,0,0
2021-05-10,18512,0,971,516,1,1,80,,,,,,,0,0
2021-05-09,18506,0,977,511,1,1,80,,,,,,,0,0
2021-05-08,18506,0,984,507,1,1,80,,,,,,,0,0
2021-05-07,18503,0,990,509,1,1,80,,,,,,,0,0
2021-05-06,18501,0,982,503,1,1,80,,,,,,,0,0
2021-05-05,18494,0,983,498,1,1,80,,,,,,,0,0
2021-05-04,18486,0,991,491,1,1,80,,,,,,,0,0
2021-05-03,18483,0,993,488,1,1,80,,,,,,,0,0
2021-05-02,18479,0,1010,486,1,1,80,,,,,,,0,0
2021-05-01,18477,0,1025,478,1,1,80,,,,,,,0,0
2021-04-30,18472,0,1031,477,1,1,80,,,,,,,0,0
2021-04-29,18469,0,1025,471,1,1,80,,,,,,,0,0
2021-04-28,18461,0,1026,468,1,1,80,,,,,,,0,0
2021-04-27,18457,0,1027,459,1,1,80,,,,,,,0,0
2021-04-26,18450,0,1030,447,1,1,80,,,,,,,0,0
2021-04-25,18439,0,1041,448,1,1,80,,,,,,,0,0
2021-04-24,18436,0,1059,439,1,1,80,,,,,,,0,0
2021-04-23,18431,0,1064,433,1,1,80,,,,,,,0,0
2021-04-22,18431,0,1062,423,1,1,80,,,,,,,0,0
2021-04-21,18426,0,1068,416,1,1,80,,,,,,,0,0
2021-04-20,18422,0,1182,410,1,1,80,,,,,,,0,0
2021-04-19,18418,0,1193,414,1,1,80,,,,,,,0,0
2021-04-18,18414,0,1203,408,1,1,80,,,,,,,0,0
2021-04-17,18413,0,1209,401,1,1,80,,,,,,,0,0
2021-04-16,18408,0,1212,397,1,1,80,,,,,,,0,0
2021-04-15,18407,0,1204,384,1,1,80,,,,,,,0,0
2021-04-14,18404,0,1210,373,1,1,80,,,,,,,0,0
2021-04-13,18403,0,1217,371,1,1,80,,,,,,,0,0
2021-04-12,18402,0,1231,369,1,1,80,,,,,,,0,0
2021-04-11,18398,0,1247,366,1,1,80,,,,,,,0,0
2021-04-10,18394,0,1259,361,1,1,80,,,,,,,0,0
2021-04-09,18394,0,1258,353,1,1,80,,,,,,,0,0
2021-04-08,18393,0,1256,346,1,1,80,,,,,,,0,0
2021-04-07,18387,0,1259,343,1,1,80,,,,,,,0,0
2021-04-06,18385,0,1264,336,1,1,80,,,,,,,0,0
2021-04-05,18379,0,1258,336,1,1,80,,,,,,,0,0
2021-04-04,18370,0,1268,329,1,1,80,,,,,,,0,0
2021-04-03,18370,0,1298,322,1,1,80,,,,,,,0,0
2021-04-02,18370,0,1305,316,1,1,80,,,,,,,0,0
2021-04-01,18368,0,1306,307,1,1,80,,,,,,,0,0
2021-03-31,18360,0,1299,293,1,1,81,,,,,,,0,0
